,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,profit,release_year,genres,director,roi_domestic,roi_foreign,roi_worldwide
526,2018-03-09,The Hurricane Heist 2018,40000000,6115824,30963684,24847860,-9036316,2018,"Action,Adventure,Crime",Rob Cohen,-84.71043999999999,-37.88035,-22.59079
527,2015-11-25,Victor Frankenstein 2015,40000000,5775076,31124367,25349291,-8875633,2015,"Drama,Horror,Sci-Fi",Paul McGuigan,-85.56231,-36.6267725,-22.1890825
528,2016-11-11,USS Indianapolis: Men of Courage 2016,40000000,0,1663785,1663785,-38336215,2016,"Action,Drama,History",Mario Van Peebles,-100.0,-95.8405375,-95.8405375
529,2019-09-13,The Goldfinch 2019,40000000,0,0,0,-40000000,2019,Drama,John Crowley,-100.0,-100.0,-100.0
530,2012-10-05,Frankenweenie 2012,39000000,35287788,81150788,45863000,42150788,2012,"Animation,Comedy,Family",Tim Burton,-9.51849230769231,17.597435897435897,108.07894358974359
531,2017-06-02,Captain Underpants: The First Epic Movie 2017,38000000,73921000,126577874,52656874,88577874,2017,"Action,Animation,Comedy",David Soren,94.52894736842106,38.570721052631576,233.09966842105263
532,2015-04-17,Paul Blart: Mall Cop 2 2015,38000000,71091594,107650646,36559052,69650646,2015,"Action,Comedy,Crime",Andy Fickman,87.08314210526315,-3.791968421052631,183.29117368421052
533,2016-12-23,Why Him? 2016,38000000,60323786,117425156,57101370,79425156,2016,Comedy,John Hamburg,58.746805263157896,50.26676315789474,209.01356842105264
534,2011-04-22,Water for Elephants 2011,38000000,58709717,116809717,58100000,78809717,2011,"Drama,Romance",Francis Lawrence,54.4992552631579,52.89473684210526,207.39399210526318
536,2013-09-06,Riddick 2013,38000000,42025135,94763758,52738623,56763758,2013,"Action,Adventure,Sci-Fi",David Twohy,10.592460526315788,38.785849999999996,149.37831052631577
537,2016-01-22,The 5th Wave 2016,38000000,34912982,111336398,76423416,73336398,2016,"Action,Adventure,Drama",J Blakeson,-8.123731578947368,101.11425263157894,192.99052105263158
538,2013-09-20,Rush 2013,38000000,26947624,98230839,71283215,60230839,2013,"Action,Biography,Drama",Ron Howard,-29.0852,87.58740789473684,158.50220789473684
539,2017-10-20,Only the Brave 2017,38000000,18340051,24555177,6215126,-13444823,2017,"Action,Biography,Drama",Joseph Kosinski,-51.736707894736846,-83.64440526315789,-35.38111315789474
540,2011-10-14,The Thing 2011,38000000,16999934,27573078,10573144,-10426922,2011,"Horror,Mystery,Sci-Fi",Matthijs van Heijningen Jr.,-55.26333157894737,-72.17593684210526,-27.43926842105263
541,2018-09-21,The Sisters Brothers 2018,38000000,3143056,13143056,10000000,-24856944,2018,"Adventure,Comedy,Crime",Jacques Audiard,-91.72879999999999,-73.68421052631578,-65.41301052631579
542,2012-05-18,What to Expect When You're Expecting 2012,37500000,41152203,88473016,47320813,50973016,2012,"Comedy,Drama,Romance",Kirk Jones,9.739208000000001,26.188834666666665,135.92804266666667
543,2012-09-14,The Master 2012,37500000,16247159,50647416,34400257,13147416,2012,Drama,Paul Thomas Anderson,-56.674242666666665,-8.265981333333333,35.059776
544,2013-08-07,We're the Millers 2013,37000000,150394119,267816276,117422157,230816276,2013,"Comedy,Crime",Rawson Marshall Thurber,306.4705918918919,217.35718108108108,623.827772972973
545,2015-11-25,Creed 2015,37000000,109767581,173567581,63800000,136567581,2015,"Drama,Sport",Ryan Coogler,196.66913783783784,72.43243243243244,369.10157027027026
547,2011-09-23,Dolphin Tale 2011,37000000,72286779,96068724,23781945,59068724,2011,"Drama,Family",Charles Martin Smith,95.36967297297298,-35.72447297297297,159.6452
548,2018-02-23,Game Night 2018,37000000,69179066,117378084,48199018,80378084,2018,"Action,Comedy,Crime","John Francis Daley, Jonathan Goldstein",86.97044864864864,30.267616216216215,217.23806486486487
550,2011-01-28,The Rite 2011,37000000,33047633,97143987,64096354,60143987,2011,"Drama,Horror,Mystery",Mikael Håfström,-10.682072972972973,73.2333891891892,162.5513162162162
551,2015-05-29,Aloha 2015,37000000,21052030,25387091,4335061,-11612909,2015,"Comedy,Drama,Romance",Cameron Crowe,-43.10262162162162,-88.28361891891892,-31.386240540540538
553,2014-09-12,Dolphin Tale 2 2014,36000000,42024533,57824533,15800000,21824533,2014,"Drama,Family",Charles Martin Smith,16.734813888888887,-56.111111111111114,60.62370277777778
554,2016-12-16,Collateral Beauty 2016,36000000,31016021,85309093,54293072,49309093,2016,"Drama,Romance",David Frankel,-13.844386111111112,50.81408888888889,136.96970277777777
555,2011-05-06,There Be Dragons 2011,36000000,1069334,4020990,2951656,-31979010,2011,"Biography,Drama,War",Roland Joffé,-97.02962777777778,-91.80095555555555,-88.83058333333334
556,2017-09-08,It 2017,35000000,327481748,697457969,369976221,662457969,2017,"Horror,Thriller",Andy Muschietti,835.6621371428572,957.0749171428572,1892.7370542857143
558,2013-02-08,Identity Thief 2013,35000000,134506920,175361578,40854658,140361578,2013,"Adventure,Comedy,Crime",Seth Gordon,284.30548571428574,16.727594285714286,401.03308000000004
559,2011-07-08,Horrible Bosses 2011,35000000,117538559,212417601,94879042,177417601,2011,"Comedy,Crime",Seth Gordon,235.82445428571427,171.08297714285715,506.90743142857144
560,2015-07-17,Trainwreck 2015,35000000,110212700,141123897,30911197,106123897,2015,"Comedy,Drama,Romance",Judd Apatow,214.89342857142856,-11.682294285714285,303.21113428571425
561,2013-12-13,Saving Mr. Banks 2013,35000000,83299761,114962525,31662764,79962525,2013,"Biography,Comedy,Drama",John Lee Hancock,137.99931714285714,-9.53496,228.46435714285715
564,2011-07-22,Friends with Benefits 2011,35000000,55802754,146595891,90793137,111595891,2011,"Comedy,Romance",Will Gluck,59.436440000000005,159.40896285714285,318.84540285714286
565,2016-05-20,Neighbors 2: Sorority Rising 2016,35000000,55340730,108757621,53416891,73757621,2016,Comedy,Nicholas Stoller,58.11637142857143,52.61968857142857,210.73605999999998
566,2018-06-29,Sicario: Day of the Soldado 2018,35000000,50065850,75885196,25819346,40885196,2018,"Action,Crime,Drama",Stefano Sollima,43.04528571428571,-26.230439999999998,116.81484571428571
567,2015-05-22,Poltergeist 2015,35000000,47425125,95713069,48287944,60713069,2015,"Horror,Thriller",Gil Kenan,35.50035714285714,37.96555428571429,173.46591142857142
568,2018-10-12,Goosebumps 2: Haunted Halloween 2018,35000000,46697321,93291478,46594157,58291478,2018,"Adventure,Comedy,Family",Ari Sandel,33.42091714285714,33.12616285714285,166.54708
569,2018-01-19,12 Strong 2018,35000000,45819713,71118378,25298665,36118378,2018,"Action,Drama,History",Nicolai Fuglsig,30.913465714285714,-27.7181,103.19536571428571
570,2011-05-06,Something Borrowed 2011,35000000,39046489,65084116,26037627,30084116,2011,"Comedy,Drama,Romance",Luke Greenfield,11.561397142857142,-25.60678,85.95461714285715
571,2011-10-28,In Time 2011,35000000,37553932,165103952,127550020,130103952,2011,"Action,Crime,Drama",Andrew Niccol,7.296948571428572,264.4286285714286,371.72557714285716
573,2011-11-09,J. Edgar 2011,35000000,37306030,84606030,47300000,49606030,2011,"Biography,Crime,Drama",Clint Eastwood,6.588657142857143,35.14285714285714,141.7315142857143
574,2018-08-17,Mile 22 2018,35000000,36108758,66295121,30186363,31295121,2018,"Action,Adventure,Thriller",Peter Berg,3.16788,-13.753248571428573,89.41463142857144
575,2015-05-08,Hot Pursuit 2015,35000000,34580201,45671512,11091311,10671512,2015,"Action,Comedy,Crime",Anne Fletcher,-1.1994257142857143,-68.31054,30.490034285714284
576,2015-12-25,Concussion 2015,35000000,34531832,50363790,15831958,15363790,2015,"Biography,Drama,Sport",Peter Landesman,-1.3376228571428572,-54.76583428571429,43.896542857142855
577,2017-10-13,The Foreigner 2017,35000000,34393507,140783360,106389853,105783360,2017,"Action,Thriller",Martin Campbell,-1.7328371428571427,203.97100857142857,302.23817142857143
578,2018-06-01,Adrift 2018,35000000,31445011,57897191,26452180,22897191,2018,"Action,Adventure,Biography",Baltasar Kormákur,-10.15711142857143,-24.422342857142855,65.42054571428572
579,2011-09-23,Abduction 2011,35000000,28087155,86648359,58561204,51648359,2011,"Action,Mystery,Thriller",John Singleton,-19.750985714285715,67.31772571428571,147.56674
581,2012-10-19,Alex Cross 2012,35000000,25888412,35426759,9538347,426759,2012,"Action,Crime,Mystery",Rob Cohen,-26.03310857142857,-72.74758,1.2193114285714286
582,2016-03-04,Whiskey Tango Foxtrot 2016,35000000,23083334,25350747,2267413,-9649253,2016,"Biography,Comedy,Drama","John Requa, Glenn Ficarra",-34.04761714285714,-93.52167714285714,-27.569294285714285
583,2015-08-21,Hitman: Agent 47 2015,35000000,22467450,82182803,59715353,47182803,2015,"Action,Adventure,Crime",Aleksander Bach,-35.80728571428571,70.61529428571428,134.80800857142856
584,2012-08-24,Premium Rush 2012,35000000,20275446,31393201,11117755,-3606799,2012,"Action,Crime,Thriller",David Koepp,-42.07015428571428,-68.23498571428571,-10.30514
585,2013-01-18,Broken City 2013,35000000,19701164,34480045,14778881,-519955,2013,"Crime,Drama,Thriller",Allen Hughes,-43.71096,-57.77462571428571,-1.4855857142857143
587,2013-01-25,Parker 2013,35000000,17616641,48543388,30926747,13543388,2013,"Action,Crime,Thriller",Taylor Hackford,-49.66674,-11.637865714285715,38.695394285714286
588,2011-05-27,The Tree of Life 2011,35000000,13305665,61721826,48416161,26721826,2011,"Drama,Fantasy",Terrence Malick,-61.98381428571429,38.33188857142857,76.34807428571429
589,2014-03-28,Sabotage 2014,35000000,10508518,18376443,7867925,-16623557,2014,"Action,Crime,Drama",David Ayer,-69.97566285714286,-77.52021428571429,-47.49587714285714
590,2015-03-06,Unfinished Business 2015,35000000,10219501,13214051,2994550,-21785949,2015,"Comedy,Drama",Ken Scott,-70.80142571428571,-91.44414285714285,-62.245568571428564
591,2015-09-30,The Walk 2015,35000000,10161183,61492104,51330921,26492104,2015,"Crime,Thriller",Timothy Fielding,-70.96804857142858,46.659774285714285,75.69172571428572
593,2013-11-29,Mandela: Long Walk to Freedom 2013,35000000,8323085,29890402,21567317,-5109598,2013,"Biography,Drama,History",Justin Chadwick,-76.21975714285715,-38.37909428571429,-14.59885142857143
594,2016-03-11,The Brothers Grimsby 2016,35000000,6864016,28720470,21856454,-6279530,2016,"Action,Adventure,Comedy",Louis Leterrier,-80.38852571428572,-37.55298857142857,-17.941514285714284
595,2017-10-20,The Snowman 2017,35000000,6670765,43226146,36555381,8226146,2017,"Crime,Drama,Mystery",Tomas Alfredson,-80.94067142857143,4.443945714285714,23.503274285714284
596,2016-04-22,A Hologram for the King 2016,35000000,4212494,11846010,7633516,-23153990,2016,"Comedy,Drama,Romance",Tom Tykwer,-87.96430285714287,-78.18995428571428,-66.15425714285715
597,2012-09-14,Stolen 2012,35000000,289773,17967746,17677973,-17032254,2012,"Action,Crime,Thriller",Simon West,-99.17207714285713,-49.491505714285715,-48.663582857142856
598,2011-10-14,Trespass 2011,35000000,16816,786532,769716,-34213468,2011,"Crime,Drama,Thriller",Joel Schumacher,-99.95195428571428,-97.80081142857144,-97.75276571428572
599,2011-12-25,The Darkest Hour 2011,34800000,21443494,62831715,41388221,28031715,2011,"Action,Adventure,Horror",Chris Gorak,-38.38076436781609,18.931669540229883,80.55090517241379
600,2017-06-28,Baby Driver 2017,34000000,107825862,228104185,120278323,194104185,2017,"Action,Crime,Drama",Edgar Wright,217.1348882352941,253.75977352941175,570.8946617647059
601,2014-09-19,The Maze Runner 2014,34000000,102427862,348319861,245891999,314319861,2014,"Action,Mystery,Sci-Fi",Wes Ball,201.25841764705882,623.2117617647059,924.4701794117648
602,2015-04-10,The Longest Ride 2015,34000000,37446117,63802928,26356811,29802928,2015,"Drama,Romance",George Tillman Jr.,10.135638235294117,-22.479967647058825,87.6556705882353
603,2018-08-03,The Darkest Minds 2018,34000000,12695691,38361428,25665737,4361428,2018,"Action,Adventure,Drama",Jennifer Yuh Nelson,-62.65973235294118,-24.51253823529412,12.827729411764707
604,2016-07-08,Mike and Dave Need Wedding Dates 2016,33000000,46009673,75898100,29888427,42898100,2016,"Adventure,Comedy,Romance",Jake Szymanski,39.42325151515151,-9.42900909090909,129.99424242424243
605,2012-07-27,Step Up Revolution 2012,33000000,35074677,165552290,130477613,132552290,2012,"Drama,Music,Romance",Scott Speer,6.286899999999999,295.38670606060606,401.67360606060606
606,2012-04-27,Safe 2012,33000000,17142080,41495213,24353133,8495213,2012,"Action,Crime,Thriller",Boaz Yakin,-48.05430303030303,-26.202627272727273,25.743069696969695
607,2015-10-30,Freaks of Nature 2015,33000000,70958,70958,0,-32929042,2015,"Comedy,Horror,Sci-Fi",Robbie Pickering,-99.78497575757575,-100.0,-99.78497575757575
608,2011-05-13,Bridesmaids 2011,32500000,169211718,289632023,120420305,257132023,2011,"Comedy,Romance",Paul Feig,420.65144,270.5240153846154,791.1754553846154
609,2013-04-26,The Big Wedding 2013,32500000,21819348,48425971,26606623,15925971,2013,"Comedy,Drama,Romance",Justin Zackham,-32.86354461538462,-18.133467692307693,49.00298769230769
610,2012-02-24,Wanderlust 2012,32500000,17288155,24159934,6871779,-8340066,2012,"Comedy,Romance",David Wain,-46.80567692307692,-78.85606461538461,-25.66174153846154
612,2011-04-01,Source Code 2011,32000000,54712227,140428499,85716272,108428499,2011,"Action,Drama,Sci-Fi",Duncan Jones,70.975709375,167.86335,338.83905937500003
613,2018-04-20,I Feel Pretty 2018,32000000,48795601,91553797,42758196,59553797,2018,"Comedy,Romance","Marc Silverstein, Abby Kohn",52.486253125000005,33.6193625,186.105615625
614,2011-02-18,"Big Mommas: Like Father, Like Son 2011",32000000,37915414,82332450,44417036,50332450,2011,"Action,Comedy,Crime",John Whitesell,18.485668750000002,38.8032375,157.28890625
615,2013-03-15,The Incredible Burt Wonderstone 2013,32000000,22537881,27392609,4854728,-4607391,2013,"Adventure,Comedy,Fantasy",Don Scardino,-29.569121874999997,-84.828975,-14.398096875
616,2018-10-12,Bad Times at the El Royale 2018,32000000,17839115,29204379,11365264,-2795621,2018,"Crime,Drama,Mystery",Drew Goddard,-44.252765625,-64.48355,-8.736315625
619,2016-04-15,Criminal 2016,31500000,14708696,38771262,24062566,7271262,2016,"Action,Crime,Drama",Ariel Vromen,-53.30572698412699,-23.610901587301587,23.08337142857143
620,2013-04-12,42 2013,31000000,95020213,97470701,2450488,66470701,2013,"Biography,Drama,Sport",Brian Helgeland,206.51681612903226,-92.0952,214.42161612903226
621,2012-11-02,Flight 2012,31000000,93772375,160558438,66786063,129558438,2012,"Drama,Thriller",Robert Zemeckis,202.49153225806452,115.43891290322581,417.9304451612904
622,2014-03-07,The Grand Budapest Hotel 2014,31000000,59076019,163981261,104905242,132981261,2014,"Adventure,Comedy,Crime",Wes Anderson,90.56780322580646,238.4040064516129,428.97180967741934
623,2015-07-29,Vacation 2015,31000000,58884188,102306500,43422312,71306500,2015,"Adventure,Comedy","John Francis Daley, Jonathan Goldstein",89.94899354838711,40.071974193548385,230.0209677419355
625,2018-08-15,Crazy Rich Asians 2018,30000000,174532921,238099711,63566790,208099711,2018,"Comedy,Romance",Jon M. Chu,481.7764033333333,111.88929999999999,693.6657033333333
626,2012-02-10,The Vow 2012,30000000,125014030,197618160,72604130,167618160,2012,"Drama,Romance",Michael Sucsy,316.71343333333334,142.01376666666667,558.7271999999999
627,2013-08-16,Lee Daniels' The Butler 2013,30000000,116632095,177025498,60393403,147025498,2013,"Biography,Drama",Lee Daniels,288.77365,101.31134333333334,490.08499333333333
628,2015-12-18,Sisters 2015,30000000,87044645,106030660,18986015,76030660,2015,Comedy,Jason Moore,190.14881666666668,-36.71328333333334,253.43553333333335
630,2012-09-28,Looper 2012,30000000,66486205,170466405,103980200,140466405,2012,"Action,Crime,Drama",Rian Johnson,121.62068333333333,246.60066666666665,468.22135
631,2013-02-01,Warm Bodies 2013,30000000,66380662,115121608,48740946,85121608,2013,"Comedy,Horror,Romance",Jonathan Levine,121.26887333333333,62.46982,283.73869333333334
632,2014-01-17,The Nut Job 2014,30000000,64251538,122529966,58278428,92529966,2014,"Adventure,Animation,Comedy",Peter Lepeniotis,114.17179333333334,94.26142666666667,308.43322
633,2012-08-08,Hope Springs 2012,30000000,63536011,133085295,69549284,103085295,2012,"Comedy,Drama,Romance",David Frankel,111.78670333333334,131.83094666666665,343.61765
634,2011-05-20,Midnight in Paris 2011,30000000,56816662,162502774,105686112,132502774,2011,"Comedy,Fantasy,Romance",Woody Allen,89.38887333333334,252.28704,441.67591333333337
635,2017-11-22,Darkest Hour 2017,30000000,56443120,150807172,94364052,120807172,2017,"Biography,Drama,History",Joe Wright,88.14373333333333,214.54684,402.6905733333333
636,2018-05-11,Life of the Party 2018,30000000,53059911,65759911,12700000,35759911,2018,Comedy,Ben Falcone,76.86636999999999,-57.666666666666664,119.19970333333335
638,2015-07-24,Southpaw 2015,30000000,52421953,94156456,41734503,64156456,2015,"Drama,Sport",Antoine Fuqua,74.73984333333334,39.11501,213.85485333333332
639,2017-07-28,Atomic Blonde 2017,30000000,51573925,98345423,46771498,68345423,2017,"Action,Mystery,Thriller",David Leitch,71.91308333333333,55.90499333333333,227.81807666666666
640,2015-09-18,Sicario 2015,30000000,46889293,84393749,37504456,54393749,2015,"Action,Crime,Drama",Denis Villeneuve,56.29764333333333,25.01485333333333,181.31249666666668
641,2018-01-19,Den of Thieves 2018,30000000,44947622,80131391,35183769,50131391,2018,"Action,Crime,Drama",Christian Gudegast,49.825406666666666,17.279230000000002,167.10463666666666
642,2012-04-13,The Three Stooges 2012,30000000,44338224,54052249,9714025,24052249,2012,"Comedy,Family","Bobby Farrelly, Peter Farrelly",47.79408,-67.61991666666667,80.17416333333334
643,2014-10-24,John Wick 2014,30000000,43037835,76235001,33197166,46235001,2014,"Action,Crime,Thriller","David Leitch, Chad Stahelski",43.45945,10.65722,154.11667
644,2015-04-24,The Age of Adaline 2015,30000000,42629776,68984536,26354760,38984536,2015,"Drama,Fantasy,Romance",Lee Toland Krieger,42.09925333333333,-12.1508,129.94845333333333
646,2011-04-08,Hanna 2011,30000000,40259119,65343694,25084575,35343694,2011,"Action,Drama,Thriller",Joe Wright,34.19706333333333,-16.38475,117.81231333333334
