,title,release_year,average_rating,runtime_minutes,genres,studio,total_gross_mil,domestic_gross,foreign_gross,total_gross
2248,The Office,2015,,,,CL,0.0637,"$63,700",$0,"$63,700"
2249,Flowers,2015,5.6,79.0,"Horror,Mystery,Thriller",MBox,0.0616,"$61,600",$0,"$61,600"
2250,Only You,2015,5.2,114.0,"Comedy,Romance",CL,0.0616,"$61,600",$0,"$61,600"
2251,Girlhood ,2015,,,,Strand,0.0608,"$60,800",$0,"$60,800"
2252,Jauja,2015,,,,CGld,0.0602,"$60,200",$0,"$60,200"
2253,Gueros,2015,,,,KL,0.0601,"$60,100",$0,"$60,100"
2254,I Smile Back,2015,6.1,85.0,Drama,BG,0.0587,"$58,700",$0,"$58,700"
2255,The Ark Of Mr. Chow,2015,,,,CL,0.0541,"$54,100",$0,"$54,100"
2256,Love Thy Nature,2015,,,,ITL,0.0529,"$41,100","$11,800","$52,900"
2257,The Advocate: A Missing Body,2015,6.6,117.0,"Crime,Mystery",CJ,0.0502,"$50,200",$0,"$50,200"
2258,Heist ,2015,,,,LGP,0.0501,"$50,100",$0,"$50,100"
2259,Difret,2015,,,,TA,0.0497,"$49,700",$0,"$49,700"
2260,Appropriate Behavior,2015,,,,Grav.,0.0469,"$46,900",$0,"$46,900"
2261,Beyond The Reach,2015,,,,RAtt.,0.0459,"$45,900",$0,"$45,900"
2262,The Salvation,2015,,,,IFC,0.0449,"$44,900",$0,"$44,900"
2263,Madame Bovary,2015,,,,Alc,0.0442,"$44,200",$0,"$44,200"
2264,Charlie'S Country,2015,,,,MR,0.0429,"$42,900",$0,"$42,900"
2265,Pearl Button,2015,,,,KL,0.0422,"$42,200",$0,"$42,200"
2266,Queen And Country,2015,,,,BBC,0.0413,"$41,300",$0,"$41,300"
2267,The Phone,2015,6.6,115.0,"Action,Mystery,Thriller",CJ,0.0405,"$40,500",$0,"$40,500"
2268,What Our Fathers Did: A Nazi Legacy,2015,7.0,96.0,"Documentary,History",Osci.,0.0401,"$40,100",$0,"$40,100"
2269,Lila & Eve,2015,5.8,94.0,"Crime,Drama,Mystery",Gold.,0.0383,"$38,300",$0,"$38,300"
2270,Before We Go,2015,,,,RTWC,0.0372,"$37,200",$0,"$37,200"
2271,The Mafia Only Kills In Summer,2015,,,,Distrib.,0.0371,"$37,100",$0,"$37,100"
2272,Knock Knock,2015,4.9,99.0,"Drama,Thriller",LGP,0.0363,"$36,300",$0,"$36,300"
2273,Kindergarten Teacher,2015,,,,KL,0.0362,"$36,200",$0,"$36,200"
2274,Welcome To Leith,2015,7.0,85.0,Documentary,FRun,0.036,"$36,000",$0,"$36,000"
2275,Wild City,2015,5.8,120.0,"Action,Crime,Thriller",WGUSA,0.0349,"$34,900",$0,"$34,900"
2276,The Forbidden Room,2015,6.1,130.0,"Comedy,Mystery",KL,0.0344,"$34,400",$0,"$34,400"
2277,Song One,2015,,,,TFA,0.032299,"$32,299",$0,"$32,299"
2278,Love Forecast,2015,,,,CJ,0.0322,"$32,200",$0,"$32,200"
2279,"Out 1, Noli Me Tangere",2015,,,,CFilms,0.0315,"$31,500",$0,"$31,500"
2280,"3 1/2 Minutes, 10 Bullets",2015,,,,Part.,0.0304,"$30,400",$0,"$30,400"
2281,Paulette,2015,,,,Cohen,0.0295,"$29,500",$0,"$29,500"
2282,The Cut,2015,,,,Strand,0.0281,"$28,100",$0,"$28,100"
2283,The Keeping Room,2015,,,,Drft.,0.0272,"$27,200",$0,"$27,200"
2284,Big Game,2015,,,,EC,0.0246,"$24,600",$0,"$24,600"
2285,Kill Me Three Times,2015,,,,Magn.,0.0243,"$24,300",$0,"$24,300"
2286,"Hippocrates, Diary Of A French Doctor",2015,,,,Distrib.,0.0231,"$23,100",$0,"$23,100"
2287,Court,2015,,,,Zeit.,0.0229,"$22,900",$0,"$22,900"
2288,Salut D'Amour,2015,7.3,112.0,"Drama,Romance",CJ,0.0225,"$22,500",$0,"$22,500"
