,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,profit,genres,director
1397,2015-03-06,Road Hard 2015,1500000,113169,113169,0,-1386831,Comedy,"Adam Carolla, Kevin Hench"
1398,2014-10-17,Housebound 2014,1500000,0,236863,236863,-1263137,"Comedy,Horror,Mystery",Gerard Johnstone
1399,2018-07-20,Teefa in Trouble 2018,1500000,0,98806,98806,-1401194,"Action,Comedy,Crime",Ahsan Rahim
1400,2014-04-17,Closer to the Moon 2014,1500000,0,5396,5396,-1494604,"Comedy,Crime,Drama",Nae Caranfil
1401,2011-06-03,The Lion of Judah 2011,1500000,0,0,0,-1500000,Animation,"Deryck Broom, Roger Hawkins"
1402,2015-11-20,#Horror 2015,1500000,0,0,0,-1500000,"Crime,Drama,Horror",Tara Subkoff
1403,2015-09-08,Checkmate 2015,1500000,0,0,0,-1500000,"Action,Crime,Thriller",Timothy Woodward Jr.
1404,2015-11-20,Mustang 2015,1400000,845464,5552584,4707120,4152584,Drama,Deniz Gamze Ergüven
1405,2010-05-01,My Girlfriend's Boyfriend 2010,1400000,0,0,0,-1400000,"Comedy,Romance",Daryn Tufts
1406,2014-12-31,House at the End of the Drive 2014,1400000,0,0,0,-1400000,"Horror,Thriller",David Worth
1407,2014-10-17,Dear White People 2014,1250000,4404154,5403771,999617,4153771,"Comedy,Drama,Romance",Justin Simien
1408,2013-04-19,Home Run 2013,1200000,2859955,2859955,0,1659955,"Drama,Sport",David Boyd
1409,2012-04-13,Blue Like Jazz 2012,1200000,595018,595018,0,-604982,"Comedy,Drama",Steve Taylor
1410,2012-09-07,Crowsnest 2012,1200000,0,0,0,-1200000,"Horror,Mystery,Thriller",Brenton Spencer
1411,2012-09-14,Airborne 2012,1200000,0,0,0,-1200000,"Comedy,Crime,Horror",Dominic Burns
1412,2015-02-03,Bleeding Hearts 2015,1200000,0,0,0,-1200000,Horror,Dylan Bank
1413,2014-11-21,The Sleepwalker 2014,1100000,2636,2636,0,-1097364,Drama,Mona Fastvold
1414,2010-12-31,The Dead Undead 2010,1100000,0,0,0,-1100000,"Action,Horror,Sci-Fi","Matthew R. Anderson, Edward Conna"
1415,2013-12-31,The Vatican Exorcisms 2013,1100000,0,0,0,-1100000,Horror,Joe Marino
1416,2012-01-06,The Devil Inside 2012,1000000,53262945,101759490,48496545,100759490,Horror,William Brent Bell
1417,2012-05-25,Chernobyl Diaries 2012,1000000,18119640,42411721,24292081,41411721,"Horror,Mystery,Thriller",Bradley Parker
1418,2010-12-29,Blue Valentine 2010,1000000,9737892,16566240,6828348,15566240,"Drama,Romance",Derek Cianfrance
1419,2018-07-20,Unfriended: Dark Web 2018,1000000,8866745,16434588,7567843,15434588,"Crime,Horror,Mystery",Stephen Susco
1420,2012-10-19,The Sessions 2012,1000000,6002451,11495204,5492753,10495204,"Biography,Comedy,Drama",Ben Lewin
1421,2014-09-12,The Skeleton Twins 2014,1000000,5284309,5797192,512883,4797192,"Comedy,Drama,Romance",Craig Johnson
1422,2014-06-06,Obvious Child 2014,1000000,3122616,3324070,201454,2324070,"Comedy,Drama,Romance",Gillian Robespierre
1423,2011-10-21,Martha Marcy May Marlene 2011,1000000,2981038,5438911,2457873,4438911,"Drama,Mystery,Thriller",Sean Durkin
1424,2017-08-18,Patti Cake$ 2017,1000000,800148,1471090,670942,471090,"Drama,Music",Geremy Jasper
1425,2011-07-29,The Future 2011,1000000,568662,1239174,670512,239174,"Drama,Fantasy,Romance",Miranda July
1426,2014-10-24,23 Blast 2014,1000000,549185,549185,0,-450815,"Drama,Family,Sport",Dylan Baker
1427,2014-07-18,I Origins 2014,1000000,336472,852399,515927,-147601,"Drama,Romance,Sci-Fi",Mike Cahill
1428,2012-06-01,Hardflip 2012,1000000,96734,96734,0,-903266,"Action,Drama",Johnny Remo
1429,2014-10-17,Camp X-Ray 2014,1000000,9837,101053,91216,-898947,"Drama,War",Peter Sattler
1430,2013-12-31,Heli 2013,1000000,0,552614,552614,-447386,"Crime,Drama,Romance",Amat Escalante
1431,2015-12-31,Karachi se Lahore 2015,1000000,0,17721,17721,-982279,"Adventure,Comedy,Family",Wajahat Rauf
1432,2015-12-11,American Hero 2015,1000000,0,26,26,-999974,"Action,Comedy,Drama",Nick Love
1433,2012-03-20,Snow White: A Deadly Summer 2012,1000000,0,0,0,-1000000,Horror,David DeCoteau
1434,2012-10-09,Truth or Die 2012,1000000,0,0,0,-1000000,"Horror,Mystery",Robert Heath
1435,2014-01-07,Hidden Away 2014,1000000,0,0,0,-1000000,"Drama,Romance",Mikel Rueda
1436,2013-10-08,Zombie Hunter 2013,1000000,0,0,0,-1000000,"Action,Comedy,Horror",K. King
1437,2014-12-31,Doc Holliday's Revenge 2014,1000000,0,0,0,-1000000,Western,David DeCoteau
1438,2014-06-24,A Fine Step 2014,1000000,0,0,0,-1000000,Drama,Jonathan Meyers
1439,2014-12-31,Bang Bang Baby 2014,1000000,0,0,0,-1000000,"Drama,Fantasy,Musical",Jeffrey St. Jules
1440,2016-04-08,Hush 2016,1000000,0,0,0,-1000000,"Horror,Thriller",Mike Flanagan
1442,2016-12-31,Chemical Cut 2016,1000000,0,0,0,-1000000,Drama,Marjorie Conrad
1443,2014-11-21,Food Chains 2014,913000,0,176,176,-912824,Documentary,Sanjay Rawal
1444,2013-07-12,Fruitvale Station 2013,900000,16098998,17549645,1450647,16649645,"Biography,Drama,Romance",Ryan Coogler
1445,2016-04-01,Meet the Blacks 2016,900000,9097072,9097072,0,8197072,"Comedy,Horror",Deon Taylor
1446,2011-08-26,Circumstance 2011,900000,454121,958978,504857,58978,Drama,Maryam Keshavarz
1447,2012-04-27,The Giant Mechanical Man 2012,900000,7396,7396,0,-892604,"Comedy,Drama,Romance",Lee Kirk
1448,2014-12-31,40 Weeks 2014,900000,0,0,0,-900000,Documentary,Christopher Henze
1449,2015-08-28,Windsor Drive 2015,850000,3256,3256,0,-846744,"Mystery,Thriller",Natalie Bible'
1450,2014-09-19,Not Cool 2014,800000,35688,35688,0,-764312,"Comedy,Drama,Romance",Shane Dawson
1451,2011-09-09,Kevin Hart: Laugh at My Pain 2011,750000,7706436,7712436,6000,6962436,"Comedy,Documentary","Tim Story, Leslie Small"
1452,2012-06-08,Safety Not Guaranteed 2012,750000,4010957,4422318,411361,3672318,"Comedy,Drama,Romance",Colin Trevorrow
1453,2014-12-31,Destiny 2014,750000,0,450,450,-749550,"Adventure,Comedy,Family",Eddie Nilsson
1455,2017-08-04,Columbus 2017,700000,1017107,1110511,93404,410511,Drama,Kogonada
1456,2015-03-13,Walter 2015,700000,0,0,0,-700000,"Comedy,Drama",Anna Mastro
1457,2013-10-11,Escape from Tomorrow 2013,650000,171962,171962,0,-478038,"Drama,Fantasy,Horror",Randy Moore
1458,2012-12-31,After 2012,650000,0,0,0,-650000,"Drama,Fantasy,Mystery",Ryan Smith
1460,2014-12-31,The Hadza: Last of the First 2014,650000,0,0,0,-650000,Documentary,Bill Benenson
1461,2013-12-31,Treachery 2013,625000,0,0,0,-625000,"Drama,Thriller",Travis Romero
1462,2015-05-22,Drunk Wedding 2015,600000,3301,3301,0,-596699,Comedy,Nick Weiss
1463,2014-12-31,Light from the Darkroom 2014,600000,0,0,0,-600000,"Action,Drama,Thriller",Lance McDaniel
1464,2015-02-24,Irreplaceable 2015,600000,0,0,0,-600000,Drama,Susan Fetzer
1465,2011-07-29,The Harvest/La Cosecha 2011,560000,3709,3709,0,-556291,Documentary,U. Roberto Romano
1466,2015-12-31,Julija in alfa Romeo 2015,560000,0,8462,8462,-551538,Comedy,Blaz Zavrsnik
1467,2011-07-08,Sholem Aleichem: Laughing in the Darkness 2011,500000,1131261,1131261,0,631261,Documentary,Joseph Dorman
1468,2013-08-23,Drinking Buddies 2013,500000,343706,407100,63394,-92900,"Comedy,Drama,Romance",Joe Swanberg
1469,2010-10-29,Monsters 2010,500000,237301,5639730,5402429,5139730,"Drama,Sci-Fi,Thriller",Gareth Edwards
1470,2012-09-28,The Other Dream Team 2012,500000,134109,314444,180335,-185556,"Documentary,Sport",Marius A. Markevicius
1471,2014-09-10,Born to Fly: Elizabeth Streb vs. Gravity 2014,500000,1822,1822,0,-498178,"Action,Biography,Documentary",Catherine Gund
1472,2018-05-11,Higher Power 2018,500000,528,528,0,-499472,"Action,Sci-Fi,Thriller",Matthew Charles Santoro
1473,2010-12-31,Drones 2010,500000,0,0,0,-500000,Comedy,"Amber Benson, Adam Busch"
1474,2012-07-17,Girls Gone Dead 2012,500000,0,0,0,-500000,"Comedy,Horror","Michael Hoffman Jr., Aaron T. Wells"
1475,2015-03-10,Subconscious 2015,500000,0,0,0,-500000,"Action,Mystery,Thriller",Georgia Hilton
1476,2015-06-23,Crossroads 2015,500000,0,0,0,-500000,"Action,Crime,Drama",Edris Ne
1477,2014-12-31,The Sound and the Shadow 2014,500000,0,0,0,-500000,"Comedy,Mystery,Thriller",Justin Paul Miller
1478,2014-07-11,As It Is in Heaven 2014,450000,13486,13486,0,-436514,Drama,Joshua Overbay
1479,2010-10-15,I Want Your Money 2010,400000,433588,433588,0,33588,Documentary,Ray Griggs
1480,2014-12-31,Pancakes 2014,400000,0,0,0,-400000,Drama,Yasu Shibuya
1481,2015-10-20,Rotor DR1 2015,350000,0,0,0,-350000,"Family,Sci-Fi",Chad Kapper
1482,2014-03-28,Locker 13 2014,300000,3496,3496,0,-296504,Thriller,"Bruce Dellis, Jason Marsden, Donovan Montierth, Adam Montierth, Matthew Mebane"
1483,2015-10-23,The Looking Glass 2015,300000,1711,1711,0,-298289,"Drama,Music",John D. Hancock
1484,2014-10-31,All You Need Is Love 2014,300000,0,3565259,3565259,3265259,Documentary,Stuart Cameron
1485,2015-03-10,Teeth and Blood 2015,300000,0,0,0,-300000,"Action,Horror","Pamela J. Richardson, Al Franklin"
1486,2010-12-31,Anderson's Cross 2010,300000,0,0,0,-300000,"Comedy,Drama,Romance",Jerome Elston Scott
1487,2010-12-31,Death Calls 2010,290000,0,0,0,-290000,"Action,Adventure,Mystery","Ken Del Conte, Hector Echavarria"
1488,2012-08-17,Compliance 2012,270000,319285,830700,511415,560700,"Biography,Crime,Drama",Craig Zobel
1489,2011-10-28,Like Crazy 2011,250000,3395391,3728400,333009,3478400,"Drama,Romance",Drake Doremus
1490,2013-08-02,The Canyons 2013,250000,59671,62375,2704,-187625,"Drama,Thriller",Paul Schrader
1491,2014-06-06,Test 2014,250000,18823,18823,0,-231177,Drama,Aleksandr Kott
1492,2010-10-05,Rust 2010,250000,0,0,0,-250000,Drama,Corbin Bernsen
1493,2010-12-31,The Christmas Bunny 2010,250000,0,0,0,-250000,"Drama,Family",Tom Seidman
1494,2012-12-18,The Frozen 2012,250000,0,0,0,-250000,"Drama,Thriller",Andrew Hyatt
1495,2010-12-31,Butterfly 2010,250000,0,0,0,-250000,"Horror,Thriller",Edward E. Romero
1496,2015-12-31,Shooting the Warwicks 2015,250000,0,0,0,-250000,"Comedy,Drama",Adam Rifkin
1497,2015-10-09,Western Religion 2015,250000,0,0,0,-250000,"Adventure,Drama,Fantasy",James O'Brien
1498,2012-07-20,Burn 2012,225000,1109276,1109276,0,884276,Documentary,"Tom Putnam, Brenna Sanchez"
1499,2015-06-19,The Overnight 2015,200000,1109808,1165996,56188,965996,"Comedy,Mystery",Patrick Brice
1500,2012-10-12,Middle of Nowhere 2012,200000,236806,236806,0,36806,Drama,Ava DuVernay
1501,2014-03-14,The Word 2014,200000,3648,3648,0,-196352,"Drama,Thriller",Anna Kazejak
1502,2014-12-31,H. 2014,200000,0,0,0,-200000,"Drama,Sci-Fi,Thriller","Daniel Garcia, Rania Attieh"
1503,2011-09-23,Weekend 2011,190000,484592,1577585,1092993,1387585,"Drama,Romance",Andrew Haigh
1506,2011-07-22,Another Earth 2011,175000,1321194,2102779,781585,1927779,"Drama,Romance,Sci-Fi",Mike Cahill
1507,2015-09-04,Heroes of Dirt 2015,175000,0,0,0,-175000,"Action,Drama,Sport",Eric Bugbee
1508,2013-12-31,Speak No Evil 2013,150000,0,32927,32927,-117073,Horror,Roze
1509,2013-05-03,Aroused 2013,150000,0,0,0,-150000,Documentary,Deborah Anderson
1510,2014-07-18,An American in Hollywood 2014,125000,0,0,0,-125000,Drama,Sai Varadan
1511,2015-12-31,Romantic Schemer 2015,125000,0,0,0,-125000,Romance,Valentine
1512,2015-07-10,The Gallows 2015,100000,22764410,41656474,18892064,41556474,"Horror,Mystery,Thriller","Travis Cluff, Chris Lofing"
1513,2017-07-07,A Ghost Story 2017,100000,1594798,2769782,1174984,2669782,"Drama,Fantasy,Romance",David Lowery
1514,2014-06-19,The Past is a Grotesque Animal 2014,100000,20056,20056,0,-79944,"Biography,Documentary,Music",Jason Miller
1515,2012-05-18,Indie Game: The Movie 2012,100000,0,0,0,-100000,"Documentary,Drama","James Swirsky, Lisanne Pajot"
1516,2015-03-17,Closure 2015,100000,0,0,0,-100000,Drama,Joseph Hovsepian
1517,2015-09-29,Queen Crab 2015,75000,0,0,0,-75000,"Action,Sci-Fi,Thriller",Brett Piper
1518,2014-07-25,Happy Christmas 2014,70000,30312,30312,0,-39688,"Comedy,Drama",Joe Swanberg
1519,2011-12-31,Absentia 2011,70000,0,8555,8555,-61445,"Drama,Horror,Mystery",Mike Flanagan
1521,2012-12-31,Hayride 2012,60000,0,0,0,-60000,"Crime,Drama,Horror",Terron R. Parsons
1522,2013-10-04,The Dirties 2013,55000,0,0,0,-55000,"Crime,Drama",Matt Johnson
1523,2010-11-12,Tiny Furniture 2010,50000,391674,424149,32475,374149,"Comedy,Drama,Romance",Lena Dunham
1524,2015-07-31,Counting 2015,50000,8374,8374,0,-41626,Documentary,Jem Cohen
1525,2014-12-31,The Image Revolution 2014,50000,0,0,0,-50000,"Biography,Documentary",Patrick Meaney
1526,2013-10-25,A True Story 2013,45000,0,0,0,-45000,Comedy,Malcolm Goodwin
1527,2013-06-21,This Is Martin Bonner 2013,42000,0,0,0,-42000,Drama,Chad Hartigan
1528,2011-02-11,Raymond Did It 2011,40000,3632,3632,0,-36368,Horror,Travis Legge
1529,2012-03-31,Foreign Letters 2012,40000,0,0,0,-40000,"Comedy,Drama",Ela Thier
1530,2013-10-25,Her Cry: La Llorona Investigation 2013,35000,0,0,0,-35000,Horror,Damir Catic
1531,2013-12-31,Paraphobia 2013,30000,0,0,0,-30000,"Comedy,Horror,Thriller",Rick Montano
1532,2017-01-27,Emily 2017,27000,3547,3547,0,-23453,Drama,Ryan Graves
1533,2015-09-01,Exeter 2015,25000,0,489792,489792,464792,"Horror,Mystery,Thriller",Marcus Nispel
1534,2015-12-01,Dutch Kills 2015,25000,0,0,0,-25000,"Crime,Drama,Thriller",Joseph Mazzella
1535,2011-11-25,The Ridges 2011,17300,0,0,0,-17300,"Drama,Horror,Thriller",Brandon Landers
1536,2014-12-31,Stories of Our Lives 2014,15000,0,0,0,-15000,Drama,Jim Chuchu
